lat,lon,00:00Z 2026-09-19,00:00Z 2026-09-20
5.250542,104.26532,0.0,0.18000000715255737
5.250542,104.29303,0.0,0.1599999964237213
5.250542,104.32074,0.0,0.03999999910593033
5.250542,104.34846,0.0,0.0
5.250542,104.37617,0.0,0.0
5.250542,104.40388,0.0,0.0
5.250542,104.43159,0.0,0.0
5.250542,104.459305,0.0,0.0
5.250542,104.487015,0.0,0.0
5.250542,104.514725,0.0,0.0
5.250542,104.542435,0.0,0.0
5.250542,104.57015,0.0,0.0
5.250542,104.59786,0.0,0.0
5.250542,104.62557,0.0,0.0
5.250542,104.65328,0.0,0.0
5.250542,104.681,0.0,0.0
5.250542,104.70871,0.0,0.0
5.250542,104.73642,0.0,0.0
5.250542,104.76414,0.0,0.0
5.250542,104.79185,0.0,0.0
5.250542,104.81956,0.0,0.0
5.250542,104.84727,0.0,0.0
5.250542,104.874985,0.0,0.0
5.250542,104.902695,0.0,0.0
5.250542,104.930405,0.0,0.0
5.250542,104.958115,0.0,0.0
5.250542,104.98583,0.0,0.0
5.250542,105.01354,0.0,0.0
5.250542,105.04126,0.0,0.0
5.250542,105.06897,0.0,0.0
5.250542,105.09668,0.0,0.0
5.250542,105.12439,0.0,0.0
5.250542,105.1521,0.0,0.0
5.250542,105.17982,0.0,0.0
5.250542,105.20753,0.0,0.0
5.250542,105.23524,0.0,0.0
5.250542,105.26295,0.0,0.0
5.250542,105.290665,0.0,0.0
5.250542,105.318375,0.0,0.0
5.250542,105.346085,0.0,0.0
5.250542,105.373795,0.0,0.0
5.250542,105.40151,0.0,0.0
5.250542,105.42922,0.0,0.0
5.250542,105.45694,0.0,0.0
5.250542,105.48465,0.0,0.0
5.250542,105.51236,0.0,0.0
5.250542,105.54007,0.0,0.0
5.250542,105.56778,0.0,0.0
5.250542,105.5955,0.0,0.0
5.250542,105.62321,0.0,0.0
5.250542,105.65092,0.0,0.0
5.250542,105.67863,0.0,0.0
5.250542,105.706345,0.0,0.0
5.250542,105.734055,0.0,0.0
5.250542,105.761765,0.0,0.0
5.250542,105.789474,0.0,0.0
5.250542,105.81719,0.0,0.0
5.250542,105.8449,0.0,0.0
5.250542,105.872604,0.0,0.0
5.250542,105.90033,0.0,0.0
5.250542,105.92804,0.0,0.0
5.250542,105.95575,0.0,0.0
5.250542,105.98346,0.0,0.0
5.278145,96.8385,0.0,0.0
5.278145,96.86621,0.38999998569488525,0.0
5.278145,96.89392,0.3499999940395355,0.0
5.278145,96.92164,0.27000001072883606,0.009999999776482582
5.278145,96.94935,0.25,0.009999999776482582
5.278145,96.97706,0.27000001072883606,0.0
5.278145,97.004776,0.3400000035762787,0.0
5.278145,97.032486,0.3799999952316284,0.0
5.278145,97.06019,0.44999998807907104,0.0
5.278145,97.087906,0.6499999761581421,0.0
5.278145,97.11562,0.7300000190734863,0.0
5.278145,97.14333,0.7699999809265137,0.0
